EGFR	EGF	0.036687617202822466	0
EGFR	MAP2K1	4.8244160689732586e-08	0
EGFR	MAPK1	2.7483817234833487e-07	0
EGFR	TP53	0.05957368716282658	0
EGFR	MDM2	0.7213798781862475	0
EGFR	HRAS	0.5510918372408766	0
EGFR	ERBB2	0.5092001282936613	0
EGFR	RPS6KA5	0.5571665819453554	0
EGFR	ARAF	0.879457312050993	0
EGF	EGFR	0.6029656214664709	1
EGF	MAP2K1	0.22757935038285193	0
EGF	MAPK1	0.012833130431905638	0
EGF	TP53	0.21365286861596447	0
EGF	MDM2	0.11837450060439779	0
EGF	HRAS	0.12989426721188077	0
EGF	ERBB2	0.47982694086137245	1
EGF	RPS6KA5	0.3965035856706708	0
EGF	ARAF	0.0879283752199107	0
MAP2K1	EGFR	0.6841505079546162	0
MAP2K1	EGF	0.2172636338911872	0
MAP2K1	MAPK1	3.9450783861562363e-16	1
MAP2K1	TP53	0.7246879161786897	0
MAP2K1	MDM2	0.9123467761801869	0
MAP2K1	HRAS	0.04156649700434906	0
MAP2K1	ERBB2	1.0	0
MAP2K1	RPS6KA5	0.20017494492041663	0
MAP2K1	ARAF	0.4721024581985519	0
MAPK1	EGFR	1.0	0
MAPK1	EGF	0.0017072867037028654	0
MAPK1	MAP2K1	1.2710762325495028e-06	0
MAPK1	TP53	0.48075943230618245	0
MAPK1	MDM2	1.0	0
MAPK1	HRAS	1.0	0
MAPK1	ERBB2	1.0	0
MAPK1	RPS6KA5	4.9445607466982395e-05	1
MAPK1	ARAF	0.0735152936975525	0
TP53	EGFR	0.17285784443415855	0
TP53	EGF	0.4948552285437583	0
TP53	MAP2K1	0.005968201398167901	0
TP53	MAPK1	0.04124518370243602	0
TP53	MDM2	0.14594100666399168	0
TP53	HRAS	0.4060276699594467	0
TP53	ERBB2	0.02117672304934562	0
TP53	RPS6KA5	0.5845481165267428	0
TP53	ARAF	0.11618162859677418	0
MDM2	EGFR	0.49569778697056055	0
MDM2	EGF	0.009995580669942893	0
MDM2	MAP2K1	0.5832461630834896	0
MDM2	MAPK1	0.27945845591050966	0
MDM2	TP53	0.0007120700975153061	1
MDM2	HRAS	0.01936707236070442	0
MDM2	ERBB2	1.0	0
MDM2	RPS6KA5	4.5221262480894834e-05	0
MDM2	ARAF	0.07232837188204452	0
HRAS	EGFR	0.6226154091364742	0
HRAS	EGF	3.113276992071739e-05	0
HRAS	MAP2K1	0.011214080183631252	0
HRAS	MAPK1	1.1827047639061015e-12	0
HRAS	TP53	0.08347019675171173	0
HRAS	MDM2	0.9626692495169321	0
HRAS	ERBB2	1.0	0
HRAS	RPS6KA5	7.705267039157337e-12	0
HRAS	ARAF	9.807853359921816e-05	1
ERBB2	EGFR	0.0037656267403831465	0
ERBB2	EGF	0.007827473591643454	0
ERBB2	MAP2K1	0.3283982597451579	0
ERBB2	MAPK1	0.07704967902378644	0
ERBB2	TP53	0.08496100690079982	0
ERBB2	MDM2	0.14406114027153	0
ERBB2	HRAS	5.2587726936076794e-05	0
ERBB2	RPS6KA5	0.001035691739936407	0
ERBB2	ARAF	0.35272114446365005	0
RPS6KA5	EGFR	1.0	0
RPS6KA5	EGF	0.07279355792719293	0
RPS6KA5	MAP2K1	1.0	0
RPS6KA5	MAPK1	1.0	0
RPS6KA5	TP53	1.0	0
RPS6KA5	MDM2	1.0	0
RPS6KA5	HRAS	1.0	0
RPS6KA5	ERBB2	1.0	0
RPS6KA5	ARAF	1.0	0
ARAF	EGFR	0.9341581061514624	0
ARAF	EGF	0.5725719409400015	0
ARAF	MAP2K1	0.8197441169603419	1
ARAF	MAPK1	0.05842587044281708	0
ARAF	TP53	0.30770628018344504	0
ARAF	MDM2	0.3890456027501378	0
ARAF	HRAS	0.35121493722575936	0
ARAF	ERBB2	0.43096131207802035	0
ARAF	RPS6KA5	0.4120322181467676	0
