g5	g4	0.439406165733869	5.86352904147673e-235
g4	g5	0.439406165733868	5.86352904147873e-235
g6	g1	0.252386276838576	1.87942566910753e-73
g1	g6	0.252386276838576	1.87942566910786e-73
g6	g3	0.241610785415134	2.75813288037149e-67
g3	g6	0.241610785415134	2.75813288037181e-67
g3	g5	0.0403745754446974	0.0043142499301602
g5	g3	0.0403745754446974	0.00431424993016021
g6	g4	0.037873136251531	0.00742282661020267
g4	g6	0.0378731362515309	0.00742282661020273
g2	g4	0.0111776229341644	0.429593144786108
g4	g2	0.0111776229341643	0.429593144786112
g6	g5	-0.00786862158181422	0.578181868620274
g5	g6	-0.00786862158181423	0.578181868620274
g1	g3	-0.0199662659775497	0.158229614483156
g3	g1	-0.0199662659775498	0.158229614483155
g1	g4	-0.0273331805573464	0.0533777818635565
g4	g1	-0.0273331805573465	0.053377781863556
g5	g2	-0.0350035633373558	0.0133507059792539
g2	g5	-0.0350035633373558	0.0133507059792539
g2	g1	-0.219386967533069	1.64973998268252e-55
g1	g2	-0.219386967533069	1.64973998268238e-55
g2	g3	-0.221831449554002	9.62029573031676e-57
g3	g2	-0.221831449554002	9.6202957303151e-57
g5	g1	-0.522488746095252	0
g1	g5	-0.522488746095252	0
g2	g6	-0.62332799242504	0
g6	g2	-0.62332799242504	0
