Dbx2	Nkx62	0.342469464886187	5.66311961557812e-56
Nkx62	Dbx2	0.342469464886187	5.66311961557812e-56
Dbx2	Dbx1	0.330006544554827	7.18778795049538e-52
Dbx1	Dbx2	0.330006544554827	7.18778795049559e-52
Nkx62	Dbx1	0.279289698388654	4.72457273446807e-37
Dbx1	Nkx62	0.279289698388654	4.72457273446861e-37
Pax6	Olig2	0.177275482980964	1.53154545091283e-15
Olig2	Pax6	0.177275482980964	1.53154545091283e-15
Dbx2	Irx3	0.154663013326122	3.81563259256736e-12
Irx3	Dbx2	0.154663013326122	3.81563259256742e-12
Irx3	Pax6	0.151425348336072	1.0699131769079e-11
Pax6	Irx3	0.151425348336072	1.06991317690791e-11
Nkx61	Olig2	0.02627273320807	0.240934046786817
Olig2	Nkx61	0.02627273320807	0.240934046786817
Nkx61	Irx3	0.0176218767999675	0.431598675194617
Irx3	Nkx61	0.0176218767999675	0.431598675194618
Dbx2	Pax6	0.013683640904897	0.541412877421515
Pax6	Dbx2	0.013683640904897	0.541412877421516
Nkx61	Nkx22	0.00328045006850818	0.883609968437412
Nkx22	Nkx61	0.00328045006850818	0.883609968437412
Pax6	Nkx61	-0.011686958785577	0.601974855507629
Nkx61	Pax6	-0.011686958785577	0.601974855507629
Pax6	Nkx62	-0.0268093140616455	0.231457204762179
Nkx62	Pax6	-0.0268093140616455	0.231457204762178
Olig2	Dbx1	-0.0304856037541767	0.173585211377361
Dbx1	Olig2	-0.0304856037541768	0.17358521137736
Olig2	Nkx62	-0.0306702678380963	0.170992911102831
Nkx62	Olig2	-0.0306702678380963	0.170992911102831
Nkx62	Nkx61	-0.032816404638453	0.14295725663561
Nkx61	Nkx62	-0.032816404638453	0.14295725663561
Pax6	Dbx1	-0.0443222424518214	0.0478264908504164
Dbx1	Pax6	-0.0443222424518214	0.0478264908504164
Irx3	Dbx1	-0.0495510833407029	0.0269226778116187
Dbx1	Irx3	-0.0495510833407029	0.0269226778116187
Nkx61	Dbx1	-0.0580062524532219	0.00957582155622508
Dbx1	Nkx61	-0.058006252453222	0.00957582155622505
Nkx62	Nkx22	-0.0651992552639046	0.00358323118694373
Nkx22	Nkx62	-0.0651992552639046	0.00358323118694373
Nkx22	Dbx1	-0.0670940277587859	0.00272175937193266
Dbx1	Nkx22	-0.0670940277587859	0.00272175937193266
Nkx62	Irx3	-0.0906234366821213	5.06682856003577e-05
Irx3	Nkx62	-0.0906234366821213	5.06682856003575e-05
Dbx2	Nkx22	-0.092435841886882	3.56634322399792e-05
Nkx22	Dbx2	-0.092435841886882	3.56634322399789e-05
Dbx2	Olig2	-0.11213894551461	5.16232825865113e-07
Olig2	Dbx2	-0.11213894551461	5.16232825865111e-07
Nkx61	Dbx2	-0.146871813692095	4.39525077525356e-11
Dbx2	Nkx61	-0.146871813692095	4.39525077525348e-11
Pax6	Nkx22	-0.22154531638627	1.35832471704248e-23
Nkx22	Pax6	-0.22154531638627	1.35832471704245e-23
Nkx22	Irx3	-0.361822936341975	9.95174609191668e-63
Irx3	Nkx22	-0.361822936341975	9.95174609191668e-63
Olig2	Nkx22	-0.411579202276158	2.25122237548576e-82
Nkx22	Olig2	-0.411579202276158	2.25122237548576e-82
Olig2	Irx3	-0.437067547638298	8.17539936068505e-94
Irx3	Olig2	-0.437067547638298	8.17539936068458e-94
